Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371829/O371829_bguw.png,1785,"Bøk, Lær, Maling",Skoren og måla bøk. Setet er trekt med brunt lær,https://collections.vam.ac.uk/item/O371829/,O371829,France,ukjent,1785,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371829/O371829.glb,0,Frankrike,"https://framemark.vam.ac.uk/collections/2018KN9911/full/!800,800/0/default.jpg",,,,,"Polstring, Skjæring",53,1785,45,42,,1700-talet
Windsor armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371814/O371814_bguw.png,1750,Mahogni,"[AI] Lakkert mahogni med skåret og dreid dekor, formet sete og utskårne kabriolben.",https://collections.vam.ac.uk/item/O371814/,O371814,London,ukjent,1750,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371814/O371814.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KN0552/full/!800,800/0/default.jpg",,,,,,69.5,1750,61,78,,1700-talet
Child's chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O25163/O25163_bguw.png,1925,"Metall, Tre",Bøygdtre med metallfeste,https://collections.vam.ac.uk/item/O25163/,O25163,Poland,Thonet,1925,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O25163/O25163.glb,0,Anna,"https://framemark.vam.ac.uk/collections/2017KK4828/full/!800,800/0/default.jpg",,,,,,31.5,1925,37,60.2,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186731/O186731_bguw.png,1920,"Tre, Vegetabilsk fiber",Dreidd tre og voven sisalsnor,https://collections.vam.ac.uk/item/O186731/,O186731,United Kingdom,ukjent,1920,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186731/O186731.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KK4824/full/!800,800/0/default.jpg",,,,,,32.5,1920,32.25,54,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O187970/O187970_bguw.png,1895,"Plysj, Tre",Bøygdtre og plysj,https://collections.vam.ac.uk/item/O187970/,O187970,Austria,ukjent,1895,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O187970/O187970.glb,0,Austerrike,"https://framemark.vam.ac.uk/collections/2017KK4783/full/!800,800/0/default.jpg",,,,,,35.5,1895,49,61,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186502/O186502_bguw.png,1900,Tre,Carved and turned wood,https://collections.vam.ac.uk/item/O186502/,O186502,United Kingdom,ukjent,1900,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186502/O186502.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KK4782/full/!800,800/0/default.jpg",,,,,,36.8,1900,32.4,56.5,,1800-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186604/O186604_bguw.png,1905,Eik,"[AI] Mørkbeiset eik med formskåret sete, dreide ben og tverrsprosser.",https://collections.vam.ac.uk/item/O186604/,O186604,England,,1905,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O186604/O186604.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KK4781/full/!800,800/0/default.jpg",,,,,,34.5,1905,36,58.5,,1800-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O184522/O184522_bguw.png,1945,"Bambus, Rotting",Bambus og flettverk,https://collections.vam.ac.uk/item/O184522/,O184522,UK,Utility,1945,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O184522/O184522.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KE6380/full/!800,800/0/default.jpg",,,,,,38.75,1945,49.25,57.75,,1900-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372353/O372353_bguw.png,1780,"Hestetagl, Mahogni","Mahogni, med skoren dekor; hestetagl",https://collections.vam.ac.uk/item/O372353/,O372353,Great Britain,ukjent,1800,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372353/O372353.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KE1217/full/!800,800/0/default.jpg",,,,,,59,1780-1800,51.3,93.5,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176851/O176851_bguw.png,1550,Nøttetre,"Nøttetre, skoren og delvis forgylta",https://collections.vam.ac.uk/item/O176851/,O176851,Italy,ukjent,1550,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176851/O176851.glb,0,Italia,"https://framemark.vam.ac.uk/collections/2017KD3011/full/!800,800/0/default.jpg",,,,,Skjæring,44,1550,26.5,52,,1500-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O147419/O147419_bguw.png,1680,"Nøttetre, Rotting",Skoren valnøtt med fletta sete og rygg,https://collections.vam.ac.uk/item/O147419/,O147419,England,ukjent,1700,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O147419/O147419.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KD3002/full/!800,800/0/default.jpg",,,,,,48.5,1680-1700,66,47.5,,1600-talet
Lanarth Windsor armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368643/O368643_bguw.png,1979,"Maling, Tre","[AI] Malt tre med dreide ben og ryggspiler, formskåret sete.",https://collections.vam.ac.uk/item/O368643/,O368643,England,John Bonython,,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368643/O368643.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2017KC2306/full/!800,800/0/default.jpg",,,,,,58,1979,50,94,,1900-talet
'S' bend chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129668/O129668_bguw.png,1938,"Maling, Metall, Stål, Tekstil","[AI] Malt kryspfiner med utskårne utsparinger, sammenføyd med stag av stål og synlige metallbolter. Polstrede puter trukket med brunt tekstil.",https://collections.vam.ac.uk/item/O129668/,O129668,France,"Gray, Eileen",0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129668/O129668.glb,0,Frankrike,"https://framemark.vam.ac.uk/collections/2017JY5695/full/!800,800/0/default.jpg",,,,,,58.5,1938,98,80,,1900-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370280/O370280_bguw.png,1690,"Rotting, Tre","Treverk (truleg bøk eller lind), skore, måla og forgylt, med spanskrøyra sete og ryggpanel",https://collections.vam.ac.uk/item/O370280/,O370280,London,ukjent,1700,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370280/O370280.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JX5601/full/!800,800/0/default.jpg",,,,,"Fletting, Skjæring",45.5,1690-1700,57,47,,1600-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55014/O55014_bguw.png,1750,Mahogni,Skoren mahogni,https://collections.vam.ac.uk/item/O55014/,O55014,England,ukjent,1775,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55014/O55014.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JX3851/full/!800,800/0/default.jpg",,,,,Skjæring,0,1750-1775,0,0,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370241/O370241_bguw.png,1775,"Mahogni, Tekstil","Skoren mahogni, brodert polstring",https://collections.vam.ac.uk/item/O370241/,O370241,England,ukjent,1799,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370241/O370241.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JX2173/full/!800,800/0/default.jpg",,,,,"Polstring, Skjæring",0,1775-1799,0,0,,1700-talet
Oliver Goldsmith's chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372245/O372245_bguw.png,1760,"Alm, Bøk","Sete, armlene og bakre seteskinne er truleg av alm. Toppskinna er moglegvis alm. Bein, oppstandarar og sprosser er av bøk",https://collections.vam.ac.uk/item/O372245/,O372245,London,ukjent,1765,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372245/O372245.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JV8036/full/!800,800/0/default.jpg",,,,,,63,1760-1765,55.5,43,,1700-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118941/O118941_bguw.png,1660,"Nøttetre, Rotting",[AI] Skåret og dreid nøttetre med sete og ryggfelt flettet med rotting.,https://collections.vam.ac.uk/item/O118941/,O118941,England,ukjent,1700,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118941/O118941.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JV7957/full/!800,800/0/default.jpg",,,,,,48,1660-1700,53,41.5,,1600-talet
Sgabello Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O79397/O79397_bguw.png,1800,Nøttetre,Skore og forgylte nøttetre,https://collections.vam.ac.uk/item/O79397/,O79397,Italy,ukjent,1830,,0,Italia,"https://framemark.vam.ac.uk/collections/2017JV6764/full/!800,800/0/default.jpg",,,,,Skjæring,31.5,about 1800-1830,40,51.3,,1800-talet
Armchair (Jacob-Desmalter),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59252/O59252_bguw.png,1805,"Bronse, Mahogni, Silke","Mahogni, skoren, med forgylte bronsebeslag, med moderne silkepolstring",https://collections.vam.ac.uk/item/O59252/,O59252,Paris,Jacob-Desmalter,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59252/O59252.glb,0,Frankrike,"https://framemark.vam.ac.uk/collections/2017JU8372/full/!800,800/0/default.jpg",,,,,,66,ca. 1805,61,96,,1800-talet
"Armchair (Vetter, Johann Wilhelm)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59298/O59298_bguw.png,1845,Eik,"Eik, skoren og farga med mørk beis",https://collections.vam.ac.uk/item/O59298/,O59298,Neuwied,"Vetter, Johann Wilhelm",1850,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59298/O59298.glb,0,Tyskland,"https://framemark.vam.ac.uk/collections/2017JU5315/full/!800,800/0/default.jpg",,,,,,58.4,1845-1850,48.2,127,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176177/O176177_bguw.png,1935,"Rotting, Tre",[AI] Stol i tre med rygg i rottingfletting.,https://collections.vam.ac.uk/item/O176177/,O176177,Germany,ukjent,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O176177/O176177.glb,0,Tyskland,"https://framemark.vam.ac.uk/collections/2017JU5310/full/!800,800/0/default.jpg",,,,,,44.5,ca. 1935,50.8,85.4,,1900-talet
Chair (Wells Coates),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O304869/O304869_bguw.png,1942,"Bjørk, Hestetagl","[AI] Bjørk, polstret sete og rygg trukket med ulltekstil, stoppet med hestetagl og dekorert med knapper i ryggen.",https://collections.vam.ac.uk/item/O304869/,O304869,England,Wells Coates,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O304869/O304869.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5300/full/!800,800/0/default.jpg",,,,,,63.5,ca. 1942,65.5,92,,1900-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372150/O372150_bguw.png,1870,"Eik, Jern, Lær, Messing","[AI] Beiset og lakkert eik med polstret sete trukket med lær, kantet med messingspiker. Regulerbar konstruksjon med skinne i jern.",https://collections.vam.ac.uk/item/O372150/,O372150,England,ukjent,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372150/O372150.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5280/full/!800,800/0/default.jpg",,,,,,37.8,ca. 1870,68.5,119,,1800-talet
Armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O145061/O145061_bguw.png,1887,"Bøk, Tre","Satintre og bøk, med polykrom måla dekor",https://collections.vam.ac.uk/item/O145061/,O145061,London,Wright & Mansfield,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O145061/O145061.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5271/full/!800,800/0/default.jpg",,,,,,52.8,1887,57,53.5,,1800-talet
Hall chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371761/O371761_bguw.png,1785,"Mahogni, Tre","[AI Forslag: Tre (98%): Stolen er tydelig laget av tre. Den mørke finishen antyder bruk av et hardere løvtre, men 'Tre' er den mest generelle og sikre identifiseringen for hovedstrukturen.; Mahogni (85%): Basert på fargen, glansen og stilen (som ser ut til å være Empire/Biedermeier eller lignende tidlig 1800-tallsstil), er Mahogni et svært vanlig og sannsynlig materiale for slike mørke, høykvalitetsmøbler, enten som heltre eller finer.; Finer (80%): Overflaten på setet og ryggstøtten viser en jevn og polert overflate, typisk for finer lagt over en kjerne (som kan være kryssfiner eller et annet tre). Bildet viser en tydelig trestruktur som er glattlakkert/polert.; Maling (70%): De mørke, jevne beina (som er utformet for å ligne bambus) kan være malt eller beiset for å oppnå en dyp, ensartet farge og forsterke det stiliserte utseendet. Det er også sannsynlig at det er en lakk eller voks/maling for finishen på treverket.; Metall (65%): De tynne ringene rundt bena (som etterligner bambusledd) er mest sannsynlig metall (f.eks. messing eller bronse) satt inn som dekorative elementer.]",https://collections.vam.ac.uk/item/O371761/,O371761,England,ukjent,1785,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371761/O371761.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5207/full/!800,800/0/default.jpg",,,,,,41,1785,43,89.5,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55034/O55034_bguw.png,1755,"Bøk, Mahogni","Skoren og finert mahogni, delvis på bøk",https://collections.vam.ac.uk/item/O55034/,O55034,London,ukjent,1765,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55034/O55034.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU3248/full/!800,800/0/default.jpg",,,,,"Finering, Skjæring",0,1755-1765,0,0,,1700-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O112503/O112503_bguw.png,1869,"Eik, Lær","Eik, dreidd, med lærpolstring med stempla dekor i gull",https://collections.vam.ac.uk/item/O112503/,O112503,Britain,"Godwin, Edward William",0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O112503/O112503.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2444/full/!800,800/0/default.jpg",,,,,,46.5,1869,47.9,108,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371772/O371772_bguw.png,1850,"Mahogni, Plysj","[AI] Mahogni med skåret og dreid dekor, polstret sete trukket med mønstret plysj.",https://collections.vam.ac.uk/item/O371772/,O371772,England,ukjent,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371772/O371772.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2432/full/!800,800/0/default.jpg",,,,,,46.9,ca. 1850,41.9,86.4,,1800-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O442573/O442573_bguw.png,0,"Bambus, Furu, Rotting",[AI] Bambus og furu med flettet sete i rotting.,https://collections.vam.ac.uk/item/O442573/,O442573,China,,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O442573/O442573.glb,0,Anna,"https://framemark.vam.ac.uk/collections/2017JU2413/full/!800,800/0/default.jpg",,,,,,47,,,88,,
Armchair (Goerke),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117797/O117797_bguw.png,1911,"Lær, Tre","Lærpolstring, trekarkasse",https://collections.vam.ac.uk/item/O117797/,O117797,Germany,Goerke,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O117797/O117797.glb,0,Tyskland,"https://framemark.vam.ac.uk/collections/2017JU2344/full/!800,800/0/default.jpg",,,,,Polstring,85,1911,68,85,,1900-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144307/O144307_bguw.png,1805,"Bronse, Bøk, Mahogni, Tekstil","Skoren mahogni og bøk, polstra i grøn kunstsilkedamask, med forgylte bronsebeslag",https://collections.vam.ac.uk/item/O144307/,O144307,Paris,Jacob-Desmalter,1805,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144307/O144307.glb,0,Frankrike,"https://framemark.vam.ac.uk/collections/2017JU2326/full/!800,800/0/default.jpg",,,,,"Damask, Polstring, Skjæring",40,1805,45,33,,1800-talet
Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O166484/O166484_bguw.png,1873,"Hestetagl, Mahogni, Nøttetre, Palisander","Mahogni innlagt med sykomor, valnøtt og rosentre; vove hestetaglstrekk",https://collections.vam.ac.uk/item/O166484/,O166484,London,Owen Jones,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O166484/O166484.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2051/full/!800,800/0/default.jpg",,,,,,46.1,ca. 1873,46.1,86.2,,1800-talet
Stool,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370286/O370286_bguw.png,1899,"Bøk, Hestetagl, Sadelgjord, Strie, Stål, Tekstil","[AI] Skåret bøk med polstret sete; fjæring med spiralfjærer av stål, sadelgjord, stoppet med hestetagl og strie, trukket med tekstil.",https://collections.vam.ac.uk/item/O370286/,O370286,Paris,"Bing, Siegfried",1900,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370286/O370286.glb,0,Frankrike,"https://framemark.vam.ac.uk/collections/2017JU2050/full/!800,800/0/default.jpg",,,,,,47.6,ca. 1899-1900,0,46.4,,1800-talet
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368670/O368670_bguw.png,1685,"Nøttetre, Rotting","Nøttetre, skore, med spanskrøyrfletting",https://collections.vam.ac.uk/item/O368670/,O368670,England,ukjent,1700,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368670/O368670.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU2028/full/!800,800/0/default.jpg",,,,,"Fletting, Skjæring",49.5,1685-1700,63,120,,1600-talet
Bench (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O326669/O326669_bguw.png,1710,"Alm, Eik","[AI] Skåret eik og alm, overflatebehandlet med voks eller lakk. Benken har panelert rygg, skåret dekor med skjellmotiv og volutter, samt krumme ben.",https://collections.vam.ac.uk/item/O326669/,O326669,England,ukjent,1730,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O326669/O326669.glb,0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU1963/full/!800,800/0/default.jpg",,,,,,217,1710-1730,75,44,,1700-talet
Sofa (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O76731/O76731_bguw.png,1820,"Nøttetre, Tekstil",Frukttre (truleg nøttetre) med ebonisert og forgylta dekor. Fjørande sete og polstring,https://collections.vam.ac.uk/item/O76731/,O76731,Austria,ukjent,0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O76731/O76731.glb,0,Austerrike,"https://framemark.vam.ac.uk/collections/2017JU1868/full/!800,800/0/default.jpg",,,,,Polstring,56,ca. 1820,0,108,,1800-talet
